opportunity_id,customer_id,city,state,region,industry,customer_segment,company_size,existing_customer,customer_health_score,account_id,sales_rep_id,sales_team_id,created_date,product_id,product,product_category,lead_source,contract_type,deal_type,new_or_existing_customer,opportunity_amount,discount_percentage,net_deal_value,competitor_present,competitor_name,decision_makers_count,engagement_score,expected_close_date,sales_stage,previous_stage,stage_entry_date,actual_close_date,deal_status,lost_reason,last_activity_date,activity_gap_days,next_follow_up_date,sales_cycle_days,total_opportunity_age_days,days_in_current_stage,quarter,month,year,meeting_count,email_count,call_count,demo_count,follow_up_count,proposal_sent,win_probability,weighted_value,forecast_category,risk_score,risk_level,risk_drivers,recommended_action,health_stage_progression,health_recency,health_age,health_engagement,health_close_plan,health_historical_conversion,health_size_balance,health_next_action,health_score,health_category,forecast_risk_value
55,2241,Chennai,Tamil Nadu,South,Healthcare,SMB,132,False,51,2241,7,1,2024-09-03,4,Security Services,Services,Inbound,Annual,New business,New,417682.42,7.03,388319.35,True,Competitor B,1,79.2,2024-12-04,Closed Lost,Discovery,2024-09-20,2024-09-20,Closed Lost,Pricing,2024-09-18,2,,17.0,17,0,3,9,2024,0,4,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
56,6597,Kolkata,West Bengal,East,IT Services,SMB,100,False,83,6597,43,4,2024-05-27,2,Workflow Suite,Software,Event,Multi-year,New business,New,222018.75,17.75,182610.42,False,None,3,36.0,2024-09-17,Closed Lost,Qualified,2024-07-27,2024-07-27,Closed Lost,Timing,2024-07-19,8,,61.0,61,0,2,5,2024,1,0,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
57,15160,Mumbai,Maharashtra,West,Manufacturing,SMB,39,False,84,15160,15,2,2023-11-27,4,Security Services,Services,Partner,Multi-year,New business,New,259296.57,7.69,239356.66,False,None,3,83.5,2024-02-18,Closed Won,Negotiation,2024-03-30,2024-03-30,Closed Won,,2024-02-14,45,,124.0,124,0,4,11,2023,2,0,2,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
59,5857,Pune,Maharashtra,West,Retail,Mid-market,294,False,47,5857,20,2,2024-03-04,4,Security Services,Services,Event,Multi-year,New business,New,1579307.76,8.47,1445540.39,True,Competitor B,3,32.5,2024-06-18,Closed Lost,Qualified,2024-04-09,2024-04-09,Closed Lost,Budget constraints,2024-03-06,34,,36.0,36,0,1,3,2024,1,0,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
60,1897,Delhi,Delhi,North,Manufacturing,SMB,37,False,73,1897,26,3,2023-04-04,4,Security Services,Services,Event,Multi-year,New business,New,181684.9,2.52,177106.44,True,Competitor A,3,77.3,2023-06-28,Closed Lost,Demo,2023-06-29,2023-06-29,Closed Lost,No decision,2023-06-28,1,,86.0,86,0,2,4,2023,4,2,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
61,8015,Kolkata,West Bengal,East,BFSI,Mid-market,156,True,57,8015,47,4,2023-10-03,4,Security Services,Services,Referral,Project,Expansion,Existing,734587.62,6.13,689557.4,False,None,3,59.0,2024-02-21,Closed Lost,Qualified,2023-11-22,2023-11-22,Closed Lost,Timing,2023-11-22,0,,50.0,50,0,4,10,2023,0,2,2,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
62,3230,Kolkata,West Bengal,East,Manufacturing,Mid-market,300,True,47,3230,44,4,2024-11-24,1,Cloud Enablement,Services,Referral,Annual,Renewal,Existing,622789.05,3.21,602797.52,False,None,4,32.5,2025-02-21,Closed Lost,Negotiation,2025-05-02,2025-05-02,Closed Lost,Poor engagement,2025-03-04,59,,159.0,159,0,4,11,2024,0,2,1,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
63,10474,Chennai,Tamil Nadu,South,BFSI,Mid-market,219,True,70,10474,3,1,2024-04-14,1,Cloud Enablement,Services,Referral,Project,Expansion,Existing,1079638.96,4.76,1028248.15,True,Competitor A,2,38.5,2024-07-05,Closed Lost,Lead,2024-04-21,2024-04-21,Closed Lost,Competitor selected,2024-04-20,1,,7.0,7,0,2,4,2024,1,0,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
64,871,Pune,Maharashtra,West,IT Services,Mid-market,360,True,60,871,23,2,2025-04-10,4,Security Services,Services,Partner,Project,Renewal,Existing,714535.3,5.0,678808.54,True,Competitor C,3,72.6,2025-06-28,Closed Lost,Qualified,2025-05-03,2025-05-03,Closed Lost,Customer priorities changed,2025-04-11,22,,23.0,23,0,2,4,2025,0,0,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
65,6607,Kolkata,West Bengal,East,IT Services,Mid-market,216,False,77,6607,42,4,2023-07-26,1,Cloud Enablement,Services,Outbound,Project,New business,New,631984.52,4.26,605061.98,False,None,3,74.5,2023-09-15,Closed Lost,Lead,2023-08-03,2023-08-03,Closed Lost,Budget constraints,2023-08-02,1,,8.0,8,0,3,7,2023,1,3,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
66,12019,Bengaluru,Karnataka,South,Healthcare,Mid-market,99,False,43,12019,4,1,2024-03-21,1,Cloud Enablement,Services,Referral,Multi-year,New business,New,1211450.68,5.96,1139248.22,False,None,1,39.4,2024-06-22,Closed Won,Negotiation,2024-07-29,2024-07-29,Closed Won,,2024-04-16,104,,130.0,130,0,1,3,2024,1,2,0,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
67,7819,Jaipur,Rajasthan,North,IT Services,SMB,149,False,47,7819,31,3,2024-11-27,1,Cloud Enablement,Services,Partner,Multi-year,New business,New,381963.09,6.55,356944.51,False,None,2,68.9,2025-02-10,Closed Lost,Lead,2024-12-06,2024-12-06,Closed Lost,Budget constraints,2024-12-05,1,,9.0,9,0,4,11,2024,1,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
68,10277,Kolkata,West Bengal,East,BFSI,SMB,36,True,63,10277,44,4,2023-10-08,1,Cloud Enablement,Services,Outbound,Annual,Renewal,Existing,271389.13,13.61,234453.07,False,None,1,64.6,2024-01-07,Closed Lost,Lead,2023-10-18,2023-10-18,Closed Lost,Internal approval delay,2023-10-12,6,,10.0,10,0,4,10,2023,0,0,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
69,5336,Bengaluru,Karnataka,South,BFSI,SMB,84,True,35,5336,5,1,2025-11-03,3,Data Advisory,Services,Referral,Annual,Expansion,Existing,422247.85,9.22,383316.6,False,None,4,42.4,2026-04-09,Closed Lost,Lead,2025-11-09,2025-11-09,Closed Lost,Competitor selected,2025-11-09,0,,6.0,6,0,4,11,2025,0,1,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
70,16053,Jaipur,Rajasthan,North,BFSI,Mid-market,177,True,54,16053,30,3,2026-03-02,1,Cloud Enablement,Services,Partner,Annual,Renewal,Existing,749181.27,12.22,657631.32,True,Competitor B,1,59.1,2026-05-12,Closed Lost,Qualified,2026-04-14,2026-04-14,Closed Lost,Competitor selected,2026-04-06,8,,43.0,43,0,1,3,2026,1,1,3,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
71,12786,Mumbai,Maharashtra,West,Retail,Mid-market,324,False,71,12786,16,2,2023-01-31,2,Workflow Suite,Software,Referral,Project,New business,New,711506.06,3.29,688097.51,True,Competitor B,3,56.0,2023-04-29,Closed Won,Negotiation,2023-06-13,2023-06-13,Closed Won,,2023-05-29,15,,133.0,133,0,1,1,2023,1,1,0,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
72,2771,Jaipur,Rajasthan,North,Retail,Mid-market,87,False,92,2771,34,3,2024-05-07,4,Security Services,Services,Outbound,Multi-year,New business,New,452173.28,3.08,438246.34,False,None,2,35.1,2024-07-16,Closed Lost,Demo,2024-06-23,2024-06-23,Closed Lost,Budget constraints,2024-06-21,2,,47.0,47,0,2,5,2024,0,1,0,1,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
73,14468,Mumbai,Maharashtra,West,Retail,Mid-market,126,True,55,14468,24,2,2023-02-19,1,Cloud Enablement,Services,Partner,Annual,Expansion,Existing,469790.18,15.74,395845.21,False,None,2,58.2,2023-06-09,Closed Won,Negotiation,2023-05-23,2023-05-23,Closed Won,,2023-04-18,35,,93.0,93,0,1,2,2023,2,0,1,0,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
74,5113,Bhubaneswar,Odisha,East,Retail,Mid-market,240,False,48,5113,48,4,2025-01-02,2,Workflow Suite,Software,Event,Multi-year,New business,New,690987.85,2.08,676615.3,False,None,1,19.2,2025-03-24,Closed Lost,Lead,2025-01-18,2025-01-18,Closed Lost,Product mismatch,2025-01-17,1,,16.0,16,0,1,1,2025,1,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
75,5614,Mumbai,Maharashtra,West,IT Services,Enterprise,1170,True,56,5614,18,2,2026-03-28,2,Workflow Suite,Software,Partner,Project,Expansion,Existing,2351285.18,6.57,2196805.74,False,None,5,42.1,2026-09-16,Closed Lost,Negotiation,2026-07-19,2026-07-19,Closed Lost,Budget constraints,2026-06-17,32,,113.0,113,0,1,3,2026,1,1,0,0,2,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
76,10656,Bhubaneswar,Odisha,East,Retail,Mid-market,336,True,76,10656,46,4,2024-08-04,4,Security Services,Services,Inbound,Project,Expansion,Existing,540824.07,2.94,524923.84,True,Competitor C,4,47.8,2025-01-31,Closed Lost,Lead,2024-08-11,2024-08-11,Closed Lost,Product mismatch,2024-08-11,0,,7.0,7,0,3,8,2024,0,1,3,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
77,7857,Bengaluru,Karnataka,South,Retail,Mid-market,165,False,86,7857,12,1,2024-06-21,4,Security Services,Services,Outbound,Annual,New business,New,999413.02,6.68,932652.23,False,None,3,23.9,2024-10-16,Closed Won,Negotiation,2024-11-12,2024-11-12,Closed Won,,2024-11-12,0,,144.0,144,0,2,6,2024,1,0,0,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
78,9259,Chennai,Tamil Nadu,South,Manufacturing,SMB,33,False,51,9259,8,1,2024-11-05,1,Cloud Enablement,Services,Outbound,Project,New business,New,154208.27,6.0,144955.77,True,Competitor B,2,99.1,2025-01-21,Closed Won,Negotiation,2025-01-22,2025-01-22,Closed Won,,2025-01-17,5,,78.0,78,0,4,11,2024,0,1,1,0,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
79,11114,Mumbai,Maharashtra,West,IT Services,Enterprise,873,False,58,11114,23,2,2025-02-24,4,Security Services,Services,Outbound,Annual,New business,New,2304726.62,6.05,2165290.66,False,None,5,34.4,2025-05-09,Closed Lost,Lead,2025-03-13,2025-03-13,Closed Lost,Timing,2025-03-12,1,,17.0,17,0,1,2,2025,1,1,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
80,9077,Jaipur,Rajasthan,North,IT Services,SMB,140,False,39,9077,31,3,2024-04-10,4,Security Services,Services,Outbound,Project,New business,New,330587.32,13.3,286619.21,False,None,3,81.1,2024-08-21,Closed Lost,Lead,2024-04-16,2024-04-16,Closed Lost,Pricing,2024-04-14,2,,6.0,6,0,2,4,2024,1,1,3,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
81,2549,Pune,Maharashtra,West,IT Services,Mid-market,255,False,66,2549,24,2,2024-10-26,2,Workflow Suite,Software,Event,Annual,New business,New,629811.23,11.13,559713.24,True,Competitor B,4,34.2,2025-03-30,Closed Won,Negotiation,2024-12-25,2024-12-25,Closed Won,,2024-12-13,12,,60.0,60,0,4,10,2024,1,2,2,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
82,1550,Bengaluru,Karnataka,South,Healthcare,Enterprise,225,False,72,1550,10,1,2024-03-26,2,Workflow Suite,Software,Outbound,Project,New business,New,451302.48,15.15,382930.15,False,None,4,54.1,2024-07-31,Closed Won,Negotiation,2024-06-23,2024-06-23,Closed Won,,2024-06-23,0,,89.0,89,0,1,3,2024,1,1,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
83,9627,Pune,Maharashtra,West,Healthcare,SMB,26,False,51,9627,24,2,2023-04-27,2,Workflow Suite,Software,Inbound,Annual,New business,New,66098.86,9.25,59984.72,False,None,2,72.8,2023-08-09,Closed Lost,Demo,2023-06-06,2023-06-06,Closed Lost,Timing,2023-05-21,16,,40.0,40,0,2,4,2023,1,1,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
84,346,Mumbai,Maharashtra,West,Manufacturing,SMB,121,True,75,346,16,2,2023-04-29,1,Cloud Enablement,Services,Inbound,Annual,Renewal,Existing,412504.01,5.59,389445.04,False,None,2,63.3,2023-08-24,Closed Won,Negotiation,2023-08-22,2023-08-22,Closed Won,,2023-07-16,37,,115.0,115,0,2,4,2023,2,2,1,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
85,13691,Kolkata,West Bengal,East,IT Services,SMB,139,False,86,13691,44,4,2024-12-09,2,Workflow Suite,Software,Referral,Project,New business,New,134348.37,23.88,102265.98,True,Competitor C,2,75.4,2025-03-05,Closed Lost,Negotiation,2025-05-10,2025-05-10,Closed Lost,Pricing,2025-05-03,7,,152.0,152,0,4,12,2024,0,1,2,2,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
86,12031,Jaipur,Rajasthan,North,BFSI,SMB,110,False,73,12031,28,3,2025-01-02,2,Workflow Suite,Software,Event,Project,New business,New,146101.03,3.27,141323.53,False,None,3,45.7,2025-03-30,Closed Lost,Discovery,2025-02-04,2025-02-04,Closed Lost,Budget constraints,2025-02-01,3,,33.0,33,0,1,1,2025,2,3,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
87,10301,Bengaluru,Karnataka,South,BFSI,SMB,67,False,44,10301,6,1,2025-02-23,2,Workflow Suite,Software,Partner,Project,New business,New,113498.98,0.96,112409.39,False,None,2,70.4,2025-07-23,Closed Lost,Proposal,2025-05-09,2025-05-09,Closed Lost,Competitor selected,2025-05-02,7,,75.0,75,0,1,2,2025,0,2,2,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
88,11793,Mumbai,Maharashtra,West,IT Services,Enterprise,1341,True,65,11793,20,2,2025-06-20,4,Security Services,Services,Referral,Project,Expansion,Existing,2980012.5,13.55,2576220.81,False,None,4,75.3,2025-10-19,Closed Lost,Negotiation,2025-11-12,2025-11-12,Closed Lost,Timing,2025-09-29,44,,145.0,145,0,2,6,2025,2,3,1,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
89,6619,Mumbai,Maharashtra,West,IT Services,SMB,72,False,73,6619,13,2,2025-03-25,4,Security Services,Services,Outbound,Project,New business,New,644574.14,3.94,619177.92,False,None,1,64.7,2025-07-04,Closed Won,Negotiation,2025-07-04,2025-07-04,Closed Won,,2025-06-30,4,,101.0,101,0,1,3,2025,1,1,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
90,476,Kolkata,West Bengal,East,Retail,SMB,117,False,49,476,43,4,2025-10-09,3,Data Advisory,Services,Partner,Annual,New business,New,293444.75,3.53,283086.15,False,None,2,47.2,2025-12-13,Closed Lost,Negotiation,2026-01-19,2026-01-19,Closed Lost,Timing,2026-01-10,9,,102.0,102,0,4,10,2025,0,1,1,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
91,13877,Jaipur,Rajasthan,North,Healthcare,Mid-market,270,False,53,13877,28,3,2024-10-01,1,Cloud Enablement,Services,Inbound,Project,New business,New,551179.48,20.38,438849.1,True,Competitor B,3,16.2,2025-02-24,Closed Won,Negotiation,2025-01-31,2025-01-31,Closed Won,,2025-01-11,20,,122.0,122,0,4,10,2024,1,2,0,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
92,13851,Chennai,Tamil Nadu,South,Manufacturing,Mid-market,282,False,54,13851,6,1,2026-08-13,1,Cloud Enablement,Services,Partner,Multi-year,New business,New,2523883.77,17.27,2088009.04,False,None,1,60.1,2026-11-08,Lead,None,2026-08-13,,Open,,2026-08-25,6,,,18,18,3,8,2026,0,2,1,0,0,False,0.24256673698675726,506481.53963165154,Pipeline,20,Low,Large deal exposure; No future follow-up,Arrange executive sponsorship; Schedule a dated next action,2.083333333333333,10.0,11.25,7.512499999999999,12.5,3.032084212334466,11.642759410658492,0.0,58.0,Watch,101296.30792633031
93,10407,Mumbai,Maharashtra,West,IT Services,Mid-market,84,False,48,10407,13,2,2025-12-17,2,Workflow Suite,Software,Outbound,Multi-year,New business,New,277602.23,9.74,250563.77,False,None,2,61.5,2026-03-08,Closed Lost,Negotiation,2026-05-07,2026-05-07,Closed Lost,Poor engagement,2026-05-03,4,,141.0,141,0,4,12,2025,1,2,1,1,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
94,12779,Pune,Maharashtra,West,Manufacturing,SMB,50,True,63,12779,19,2,2023-11-22,1,Cloud Enablement,Services,Inbound,Annual,Renewal,Existing,241809.69,17.53,199420.45,False,None,2,59.8,2024-02-05,Closed Lost,Proposal,2024-01-30,2024-01-30,Closed Lost,No decision,2024-01-23,7,,69.0,69,0,4,11,2023,0,1,0,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
95,1275,Kolkata,West Bengal,East,Healthcare,Mid-market,360,False,43,1275,40,4,2025-05-28,4,Security Services,Services,Referral,Multi-year,New business,New,1257466.28,4.93,1195473.19,False,None,4,76.5,2025-09-07,Closed Lost,Negotiation,2025-09-14,2025-09-14,Closed Lost,Budget constraints,2025-09-12,2,,109.0,109,0,2,5,2025,2,0,0,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
96,3619,Pune,Maharashtra,West,Retail,Mid-market,162,False,94,3619,21,2,2026-01-26,2,Workflow Suite,Software,Outbound,Multi-year,New business,New,1237572.15,10.37,1109235.92,False,None,3,74.4,2026-05-19,Closed Won,Negotiation,2026-05-18,2026-05-18,Closed Won,,2026-04-07,41,,112.0,112,0,1,1,2026,0,1,2,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
97,3536,Bengaluru,Karnataka,South,BFSI,SMB,106,False,58,3536,6,1,2024-03-02,2,Workflow Suite,Software,Inbound,Annual,New business,New,313504.06,1.22,309679.31,True,Competitor C,4,59.8,2024-05-25,Closed Lost,Lead,2024-03-17,2024-03-17,Closed Lost,Procurement delay,2024-03-16,1,,15.0,15,0,1,3,2024,0,3,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
98,9437,Bengaluru,Karnataka,South,Manufacturing,SMB,111,True,87,9437,10,1,2024-10-11,4,Security Services,Services,Referral,Annual,Renewal,Existing,215719.56,5.84,203121.54,False,None,4,63.2,2025-01-15,Closed Lost,Demo,2024-12-17,2024-12-17,Closed Lost,Poor engagement,2024-12-12,5,,67.0,67,0,4,10,2024,0,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
99,11477,Bengaluru,Karnataka,South,IT Services,Mid-market,333,False,59,11477,7,1,2023-08-19,4,Security Services,Services,Inbound,Annual,New business,New,685774.01,9.27,622202.76,False,None,4,59.0,2023-12-27,Closed Lost,Discovery,2023-10-10,2023-10-10,Closed Lost,Other,2023-10-04,6,,52.0,52,0,3,8,2023,0,0,3,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
100,4381,Bhubaneswar,Odisha,East,Retail,SMB,74,False,60,4381,39,4,2024-01-06,2,Workflow Suite,Software,Inbound,Multi-year,New business,New,310911.87,2.84,302081.97,True,Competitor A,4,12.7,2024-04-26,Closed Lost,Qualified,2024-02-11,2024-02-11,Closed Lost,Timing,2024-02-09,2,,36.0,36,0,1,1,2024,0,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
101,7343,Kolkata,West Bengal,East,Healthcare,SMB,66,False,87,7343,41,4,2025-04-17,2,Workflow Suite,Software,Outbound,Multi-year,New business,New,382993.76,1.26,378168.04,False,None,1,39.3,2025-06-28,Closed Won,Negotiation,2025-07-24,2025-07-24,Closed Won,,2025-06-21,33,,98.0,98,0,2,4,2025,0,2,2,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
102,13902,Delhi,Delhi,North,BFSI,Enterprise,297,False,65,13902,36,3,2025-09-28,3,Data Advisory,Services,Inbound,Project,New business,New,1775284.51,6.81,1654387.63,False,None,5,48.7,2026-01-24,Closed Lost,Lead,2025-10-03,2025-10-03,Closed Lost,Poor engagement,2025-10-01,2,,5.0,5,0,3,9,2025,0,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
103,6172,Mumbai,Maharashtra,West,BFSI,SMB,107,True,76,6172,19,2,2025-03-31,4,Security Services,Services,Outbound,Annual,Renewal,Existing,221856.11,6.0,208544.74,False,None,1,69.6,2025-07-16,Closed Lost,Negotiation,2025-06-19,2025-06-19,Closed Lost,Budget constraints,2025-06-10,9,,80.0,80,0,1,3,2025,2,3,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
104,2906,Kolkata,West Bengal,East,Retail,Mid-market,225,False,92,2906,39,4,2023-01-14,1,Cloud Enablement,Services,Outbound,Annual,New business,New,669804.26,7.44,619970.82,True,Competitor A,3,55.9,2023-04-01,Closed Lost,Discovery,2023-02-11,2023-02-11,Closed Lost,Budget constraints,2023-02-11,0,,28.0,28,0,1,1,2023,0,0,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
105,16123,Chennai,Tamil Nadu,South,IT Services,Mid-market,438,False,63,16123,1,1,2025-04-17,2,Workflow Suite,Software,Partner,Annual,New business,New,1766335.0,10.91,1573627.85,False,None,3,76.8,2025-08-05,Closed Lost,Demo,2025-06-20,2025-06-20,Closed Lost,Timing,2025-06-11,9,,64.0,64,0,2,4,2025,1,5,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
106,13839,Jaipur,Rajasthan,North,BFSI,SMB,30,False,41,13839,32,3,2024-11-22,3,Data Advisory,Services,Event,Annual,New business,New,101889.82,2.86,98975.77,True,Competitor A,3,75.5,2025-01-24,Closed Lost,Proposal,2025-02-16,2025-02-16,Closed Lost,Pricing,2025-01-18,29,,86.0,86,0,4,11,2024,0,3,2,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
108,10971,Mumbai,Maharashtra,West,BFSI,SMB,106,False,78,10971,23,2,2023-03-12,4,Security Services,Services,Outbound,Project,New business,New,442110.48,6.66,412665.92,True,Competitor C,3,63.2,2023-06-13,Closed Lost,Qualified,2023-03-29,2023-03-29,Closed Lost,Budget constraints,2023-03-28,1,,17.0,17,0,1,3,2023,1,4,1,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
109,11422,Kolkata,West Bengal,East,BFSI,SMB,88,False,77,11422,39,4,2024-08-12,2,Workflow Suite,Software,Event,Annual,New business,New,240753.02,10.08,216485.12,True,Competitor C,4,48.5,2024-12-19,Closed Lost,Proposal,2024-11-25,2024-11-25,Closed Lost,Competitor selected,2024-09-01,85,,105.0,105,0,3,8,2024,2,0,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
110,3092,Pune,Maharashtra,West,IT Services,SMB,110,False,44,3092,13,2,2023-04-13,3,Data Advisory,Services,Inbound,Multi-year,New business,New,379122.57,8.74,345987.26,False,None,3,48.7,2023-07-06,Closed Lost,Proposal,2023-07-02,2023-07-02,Closed Lost,Product mismatch,2023-06-25,7,,80.0,80,0,2,4,2023,0,0,2,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
